country,year,AvgTemperature,suicides/100k pop,HDI for year,gdp_per_capita ($),military_exp,warm/cold
Albania,1997,22.185990338164245,77.43,,793.0000000000001,5.9722682071949675,warm
Albania,1998,16.451388888888893,66.52,,898.9999999999999,2.6420118810629805,cold
Albania,1999,17.287200628190018,69.81,,1127.0,17.334692213615998,cold
Albania,2000,17.320525136087102,30.699999999999996,0.6559999999999998,1299.0,6.392603154274038,cold
Albania,2001,16.242000000000004,50.61999999999999,,1451.0000000000002,4.52435381521461,cold
Albania,2002,17.38959212376933,62.510000000000005,,1572.9999999999998,2.869932445125748,cold
Albania,2003,17.58602646968298,58.60000000000001,,2021.0000000000002,3.7614790735473407,cold
Albania,2004,16.402130898021305,65.39,,2544.0,3.4711801867277896,cold
Albania,2005,16.006274869911227,0.0,0.6949999999999998,2931.0,3.692240946985311,cold
Albania,2006,15.486034376918349,0.0,,3235.0000000000005,3.7614953054353197,cold
Albania,2007,16.294108669108674,65.85,,3862.9999999999995,3.1140544929574205,cold
Albania,2008,15.923992673992677,71.05000000000001,,4672.0,3.573120364491601,cold
Albania,2009,16.197907048322552,0.0,,4387.000000000001,4.70961004832051,cold
Albania,2010,15.871537290715375,41.66,0.7220000000000001,4359.0,4.17758456553984,cold
Argentina,1997,17.30213089802131,111.39999999999998,,9057.0,3.9093985598058496,cold
